TransactionID,Date,DepartmentID,CategoryID,Vendor,Amount,PaymentMethod,ApprovalStatus
TXN104208,2023-08-04,D05,C04,Amazon Business,96035.08,Cheque,Approved
TXN104405,2023-08-25,D07,C10,Courier Services,367160.8,Cheque,Approved
TXN120076,2025-12-04,D04,C10,Petty Cash,27264.18,Bank Transfer,Approved
TXN104746,2023-09-18,D04,C10,Courier Services,4066.66,Corporate Card,Approved
TXN116120,2025-05-21,D05,C04,Staples India,111378.21,Cheque,Approved
TXN113811,2025-01-01,D04,C07,Wework,10147.16,Cheque,Approved
TXN101331,2023-03-21,D04,C04,Amazon Business,4972.93,Bank Transfer,Approved
TXN118459,2025-09-25,D06,C03,Salesforce,65644.68,Corporate Card,Approved
TXN102836,2023-06-28,D01,C07,Wework,1254.31,UPI,Approved
TXN101478,2023-03-22,D06,C07,Airtel Business,15888.56,UPI,Approved
TXN104178,2023-08-01,D04,C10,Petty Cash,240.64,Bank Transfer,Approved
TXN108825,2024-04-12,D05,C08,Freelance Consultant,47493.19,Bank Transfer,Rejected
TXN104012,2023-08-31,D02,C04,Amazon Business,6257.82,Cheque,Approved
TXN112690,2024-11-22,D05,C02,Indigo Airlines,9452.09,Bank Transfer,Approved
TXN115506,2025-04-25,D04,C07,Jio Business,63611.59,Corporate Card,Approved
TXN101866,2023-04-28,D04,C02,Indigo Airlines,7617.74,Bank Transfer,Approved
TXN102318,2023-05-18,D02,C07,Unknown Vendor,10031.39,Unknown,Unknown
TXN108221,2024-03-28,D05,C08,KPMG Consulting,69150.02,Cheque,Approved
TXN113757,2025-01-24,D03,C10,Courier Services,6961.42,Cheque,Approved
TXN108542,2024-04-15,D01,C07,State Electricity Board,34565.81,Cheque,Approved
TXN118510,2025-09-29,D06,C09,HP Enterprise,6051.62,Corporate Card,Approved
TXN104033,2023-08-29,D02,C07,Wework,26376.85,Bank Transfer,Approved
TXN117222,2025-07-11,D04,C06,Udemy Business,105890.34,Corporate Card,Approved
TXN100456,2023-01-18,D07,C09,Local It Vendor,2073.22,Corporate Card,Pending
TXN104630,2023-09-01,D03,C04,Staples India,265705.14,Corporate Card,Approved
TXN109995,2024-06-10,D05,C09,Local It Vendor,13472.59,Bank Transfer,Approved
TXN111379,2024-09-10,D02,C06,Coursera Business,114.75,Bank Transfer,Approved
TXN102524,2023-05-01,D05,C04,Amazon Business,68463.35,Corporate Card,Approved
TXN101344,2023-03-31,D04,C06,NIIT,76553.23,Corporate Card,Approved
TXN106004,2023-11-06,D07,C01,ADP Payroll Services,92379.42,Corporate Card,Approved
TXN102820,2023-06-14,D01,C05,Google Ads,1129.88,Bank Transfer,Approved
TXN115968,2025-05-30,D03,C03,Slack,8284.27,Cheque,Approved
TXN103569,2023-07-31,D04,C01,ADP Payroll Services,58156.13,Bank Transfer,Approved
TXN105209,2023-10-04,D03,C10,Courier Services,10897.31,UPI,Approved
TXN108510,2024-04-15,D01,C03,Salesforce,92318.86,UPI,Approved
TXN119291,2025-11-03,D02,C03,Salesforce,187021.46,Corporate Card,Approved
TXN105399,2023-10-17,D06,C08,Deloitte Advisory,3721.59,UPI,Approved
TXN117431,2025-07-31,D07,C07,State Electricity Board,76492.45,Bank Transfer,Approved
TXN101026,2023-02-21,D08,C02,Ola Corporate,15909.82,UPI,Approved
TXN105198,2023-10-05,D03,C08,Freelance Consultant,1853.09,UPI,Approved
TXN119370,2025-11-27,D03,C04,Amazon Business,53357.45,Corporate Card,Rejected
TXN117611,2025-08-04,D02,C06,Udemy Business,7471.37,UPI,Approved
TXN108494,2024-04-02,D01,C01,Internal Payroll,10624.19,Cheque,Approved
TXN119662,2025-11-10,D07,C03,Adobe,57703.29,Corporate Card,Approved
TXN102002,2023-04-21,D06,C01,Internal Payroll,425914.7,Cheque,Approved
TXN105123,2023-10-24,D02,C05,LinkedIn Marketing,11482.07,Bank Transfer,Approved
TXN113377,2024-12-11,D06,C09,Dell Technologies,14892.78,Corporate Card,Approved
TXN119955,2025-12-18,D03,C01,Internal Payroll,37508.98,Corporate Card,Approved
TXN102858,2023-06-08,D01,C10,Petty Cash,24.07,Cheque,Approved
TXN114865,2025-03-31,D03,C03,Zoom,11948.2,Corporate Card,Pending
TXN115197,2025-03-07,D08,C01,ADP Payroll Services,50525.89,UPI,Approved
TXN104632,2023-09-18,D03,C05,HubSpot,71889.58,Corporate Card,Approved
TXN101306,2023-03-15,D04,C01,Internal Payroll,48091.9,Corporate Card,Approved
TXN106726,2024-01-25,D01,C01,Internal Payroll,136292.87,UPI,Approved
TXN112722,2024-11-22,D05,C07,Airtel Business,102636.91,UPI,Approved
TXN110154,2024-06-03,D08,C04,Office Depot,134349.21,Cheque,Approved
TXN103472,2023-07-12,D02,C09,HP Enterprise,682.74,UPI,Approved
TXN107777,2024-02-08,D07,C08,Deloitte Advisory,20500.92,Bank Transfer,Rejected
TXN101725,2023-04-19,D02,C06,NIIT,4929.06,Cheque,Approved
TXN100911,2023-02-15,D06,C05,Local Print Media,908.45,Corporate Card,Approved
TXN111972,2024-10-07,D02,C09,Local It Vendor,106003.62,Bank Transfer,Approved
TXN115591,2025-04-22,D05,C10,Petty Cash,32858.59,Cheque,Approved
TXN110594,2024-07-11,D06,C09,Unknown Vendor,20357.75,Unknown,Unknown
TXN103311,2023-06-08,D08,C06,NIIT,25318.45,Cheque,Approved
TXN110618,2024-07-18,D07,C03,Zoom,12177.88,Cheque,Approved
TXN114587,2025-02-10,D07,C05,HubSpot,31609.63,Bank Transfer,Approved
TXN119212,2025-11-05,D01,C01,Internal Payroll,1444.25,Bank Transfer,Approved
TXN115133,2025-03-20,D06,C10,Petty Cash,93091.78,Corporate Card,Approved
TXN112767,2024-11-19,D06,C03,Google Workspace,41412.39,Bank Transfer,Approved
TXN117883,2025-08-22,D06,C06,Coursera Business,230786.42,UPI,Approved
TXN115346,2025-04-11,D02,C04,Office Depot,21812.04,UPI,Approved
TXN101035,2023-02-28,D08,C03,Adobe,13350.17,Cheque,Approved
TXN103177,2023-06-05,D06,C09,Local It Vendor,2.19,Cheque,Approved
TXN112858,2024-11-08,D07,C07,Airtel Business,45154.28,Bank Transfer,Approved
TXN116683,2025-06-16,D05,C05,LinkedIn Marketing,8572.76,Cheque,Approved
TXN109959,2024-06-18,D05,C06,Coursera Business,5415.48,Cheque,Approved
TXN106234,2023-12-12,D02,C05,Meta Ads,19400.76,UPI,Approved
TXN105411,2023-10-09,D06,C09,Local It Vendor,17304.1,UPI,Rejected
TXN117228,2025-07-02,D04,C06,NIIT,68875.64,Cheque,Approved
TXN111099,2024-08-27,D06,C02,Uber For Business,54831.0,Cheque,Approved
TXN112357,2024-10-15,D08,C04,Office Depot,15144.37,Cheque,Approved
TXN115150,2025-03-31,D07,C03,Slack,163367.22,Bank Transfer,Approved
TXN104452,2023-08-02,D08,C06,NIIT,83164.08,Corporate Card,Approved
TXN106050,2023-11-10,D07,C06,Udemy Business,8737.95,UPI,Approved
TXN114282,2025-02-27,D03,C04,Staples India,55810.65,Bank Transfer,Approved
TXN117443,2025-07-24,D07,C08,KPMG Consulting,18194.44,Corporate Card,Approved
TXN119604,2025-11-11,D06,C06,NIIT,2734.11,Cheque,Approved
TXN117421,2025-07-17,D07,C06,NIIT,21.89,Corporate Card,Approved
TXN106151,2023-12-19,D01,C02,Indigo Airlines,27447.3,Bank Transfer,Approved
TXN113784,2025-01-13,D04,C03,Google Workspace,81909.06,Bank Transfer,Approved
TXN110098,2024-06-13,D07,C04,Amazon Business,29564.22,UPI,Approved
TXN120038,2025-12-08,D04,C05,Local Print Media,28881.65,Bank Transfer,Approved
TXN118431,2025-09-24,D05,C09,Dell Technologies,21995.87,Bank Transfer,Approved
TXN116574,2025-06-24,D03,C08,Freelance Consultant,20185.77,Cheque,Approved
TXN106362,2023-12-07,D04,C01,Internal Payroll,119953.27,Bank Transfer,Approved
TXN110640,2024-07-17,D07,C06,Coursera Business,8692.52,Bank Transfer,Approved
TXN102749,2023-05-25,D08,C04,Office Depot,11710.56,Corporate Card,Approved
TXN117234,2025-07-28,D04,C07,Airtel Business,125559.13,Corporate Card,Approved
TXN117832,2025-08-13,D05,C09,Local It Vendor,72201.99,Bank Transfer,Approved
TXN104691,2023-09-15,D04,C03,Adobe,44337.79,Cheque,Approved
TXN102953,2023-06-19,D03,C04,Amazon Business,49347.92,Corporate Card,Approved
TXN113607,2025-01-17,D01,C10,Petty Cash,75035.15,Cheque,Approved
TXN116748,2025-06-09,D06,C02,MakeMyTrip Business,108129.05,Bank Transfer,Approved
TXN114719,2025-03-06,D01,C02,Ola Corporate,9023.21,Cheque,Approved
TXN109612,2024-05-16,D08,C10,Sundry Vendor,12646.18,Cheque,Approved
TXN114094,2025-01-22,D08,C07,Wework,217819.36,Cheque,Approved
TXN112052,2024-10-23,D04,C02,Uber For Business,20768.39,Cheque,Pending
TXN104307,2023-08-31,D06,C08,EY Advisory,6256.17,Corporate Card,Approved
TXN108944,2024-04-26,D07,C07,Airtel Business,8953.55,UPI,Approved
TXN107449,2024-02-23,D03,C01,Internal Payroll,112809.32,UPI,Approved
TXN106951,2024-01-05,D04,C02,MakeMyTrip Business,29536.95,Cheque,Approved
TXN103012,2023-06-21,D04,C01,Internal Payroll,146335.23,Cheque,Approved
TXN105745,2023-11-23,D03,C05,Google Ads,35405.87,UPI,Approved
TXN108759,2024-04-15,D04,C05,Meta Ads,60923.54,Corporate Card,Approved
TXN110778,2024-08-05,D01,C06,NIIT,2526.59,Bank Transfer,Approved
TXN102065,2023-04-14,D06,C10,Sundry Vendor,2145.64,UPI,Approved
TXN112987,2024-12-02,D01,C03,Microsoft 365,1917.76,Bank Transfer,Approved
TXN111626,2024-09-18,D06,C02,Ola Corporate,78843.69,Cheque,Approved
TXN105351,2023-10-10,D06,C01,Internal Payroll,5171.32,Corporate Card,Approved
TXN109809,2024-06-28,D03,C07,Airtel Business,125915.46,Bank Transfer,Approved
TXN108342,2024-03-22,D07,C05,Google Ads,20538.4,Bank Transfer,Rejected
TXN109918,2024-06-06,D04,C10,Sundry Vendor,4137.59,UPI,Approved
TXN112922,2024-11-04,D08,C05,Google Ads,2404.28,UPI,Approved
TXN104859,2023-09-07,D06,C05,Local Print Media,40947.95,UPI,Approved
TXN113560,2025-01-10,D01,C03,Salesforce,283783.71,Corporate Card,Approved
TXN111349,2024-09-02,D02,C01,Internal Payroll,36397.42,UPI,Approved
TXN109012,2024-04-26,D08,C06,NIIT,24339.46,Bank Transfer,Approved
TXN106627,2023-12-14,D07,C10,Courier Services,205656.89,Corporate Card,Approved
TXN119455,2025-11-14,D04,C07,Wework,30109.4,Bank Transfer,Approved
TXN108432,2024-03-15,D08,C05,LinkedIn Marketing,2145.05,Bank Transfer,Approved
TXN109202,2024-05-02,D03,C02,Ola Corporate,18044.09,Cheque,Approved
TXN118879,2025-10-22,D03,C09,Dell Technologies,4140.43,Corporate Card,Approved
TXN117946,2025-08-06,D07,C04,Staples India,6953.39,UPI,Approved
TXN112193,2024-10-24,D06,C03,Google Workspace,761177.07,UPI,Approved
TXN103837,2023-07-12,D07,C09,HP Enterprise,14581.43,UPI,Approved
TXN107341,2024-02-26,D01,C06,Udemy Business,16454.37,Bank Transfer,Approved
TXN114117,2025-01-14,D08,C09,Dell Technologies,9898.83,Corporate Card,Approved
TXN107492,2024-02-19,D03,C08,Deloitte Advisory,9693.53,Cheque,Approved
TXN111702,2024-09-13,D07,C02,Indigo Airlines,2632.73,Bank Transfer,Approved
TXN114561,2025-02-11,D06,C10,Petty Cash,34430.8,Corporate Card,Approved
TXN114955,2025-03-19,D04,C06,Udemy Business,19728.69,Cheque,Approved
TXN107843,2024-02-21,D08,C07,State Electricity Board,156151.86,Bank Transfer,Approved
TXN116646,2025-06-24,D04,C09,Lenovo,50674.94,UPI,Approved
TXN114753,2025-03-25,D01,C09,Lenovo,40290.93,Corporate Card,Approved
TXN100367,2023-01-09,D06,C06,Udemy Business,139713.43,UPI,Approved
TXN114730,2025-03-06,D01,C05,Local Print Media,81087.18,UPI,Approved
TXN100230,2023-01-06,D04,C03,Slack,98833.28,Corporate Card,Approved
TXN112315,2024-10-24,D07,C09,Local It Vendor,326.45,Cheque,Approved
TXN118713,2025-10-29,D01,C08,Deloitte Advisory,81084.91,Corporate Card,Approved
TXN117203,2025-07-17,D04,C02,Uber For Business,30926.91,Corporate Card,Approved
TXN119537,2025-11-28,D05,C06,Coursera Business,28241.43,UPI,Approved
TXN104151,2023-08-04,D04,C06,Udemy Business,11236.7,Corporate Card,Approved
TXN108243,2024-03-05,D06,C01,Internal Payroll,64178.72,Bank Transfer,Approved
TXN111886,2024-10-30,D01,C06,NIIT,4997.92,Cheque,Approved
TXN107637,2024-02-09,D05,C07,Jio Business,90304.17,Cheque,Approved
TXN104392,2023-08-03,D07,C08,KPMG Consulting,15327.86,Bank Transfer,Approved
TXN106264,2023-12-14,D02,C08,Deloitte Advisory,24908.05,Bank Transfer,Approved
TXN103071,2023-06-23,D05,C03,AWS,1453.56,UPI,Approved
TXN112614,2024-11-07,D04,C01,Internal Payroll,513370.46,Bank Transfer,Approved
TXN102605,2023-05-17,D06,C06,Coursera Business,13620.76,Bank Transfer,Approved
TXN114738,2025-03-12,D01,C07,Wework,145957.09,UPI,Approved
TXN104328,2023-08-30,D07,C01,ADP Payroll Services,3304.94,Corporate Card,Approved
TXN112263,2024-10-04,D07,C02,MakeMyTrip Business,17663.46,Corporate Card,Approved
TXN110022,2024-06-06,D06,C02,Uber For Business,31911.95,Cheque,Pending
TXN103174,2023-06-23,D06,C08,Freelance Consultant,7830.16,UPI,Approved
TXN105348,2023-10-05,D06,C01,ADP Payroll Services,28626.76,UPI,Approved
TXN108801,2024-04-17,D05,C02,MakeMyTrip Business,27052.26,UPI,Approved
TXN104066,2023-08-11,D03,C02,MakeMyTrip Business,30782.04,Bank Transfer,Approved
TXN105233,2023-10-18,D04,C03,Microsoft 365,7011.42,Bank Transfer,Approved
TXN117237,2025-07-22,D04,C07,Wework,9625.96,Cheque,Approved
TXN120334,2025-12-30,D08,C06,Coursera Business,70279.24,Bank Transfer,Approved
TXN111039,2024-08-19,D05,C04,Amazon Business,132509.04,Bank Transfer,Approved
TXN108215,2024-03-14,D05,C07,Jio Business,29377.91,UPI,Approved
TXN114096,2025-01-15,D08,C07,Jio Business,84825.14,Bank Transfer,Approved
TXN110647,2024-07-18,D07,C08,KPMG Consulting,47887.97,UPI,Approved
TXN119554,2025-11-06,D05,C08,Deloitte Advisory,42652.46,Bank Transfer,Approved
TXN111978,2024-10-29,D02,C10,Courier Services,31887.13,Bank Transfer,Approved
TXN105520,2023-10-24,D08,C04,Amazon Business,10531.34,UPI,Approved
TXN106876,2024-01-22,D03,C02,Indigo Airlines,16452.24,UPI,Approved
TXN108056,2024-03-20,D03,C05,Meta Ads,7378.35,Bank Transfer,Approved
TXN101005,2023-02-23,D07,C10,Petty Cash,142419.08,Corporate Card,Approved
TXN114810,2025-03-28,D02,C06,Coursera Business,57656.89,Cheque,Approved
TXN110187,2024-06-13,D08,C08,EY Advisory,13144.89,UPI,Approved
TXN104477,2023-09-29,D01,C01,Internal Payroll,40134.08,Corporate Card,Approved
TXN108653,2024-04-01,D03,C03,Google Workspace,29602.5,UPI,Approved
TXN119377,2025-11-19,D03,C06,NIIT,4763.97,Cheque,Approved
TXN103335,2023-06-19,D08,C10,Petty Cash,7772.69,Cheque,Approved
TXN119392,2025-11-27,D03,C09,Dell Technologies,111172.05,Cheque,Approved
TXN112851,2024-11-13,D07,C06,Udemy Business,56188.81,Bank Transfer,Approved
TXN104701,2023-09-15,D04,C04,Staples India,4374.05,Cheque,Approved
TXN118420,2025-09-23,D05,C07,State Electricity Board,212452.29,Corporate Card,Approved
TXN113646,2025-01-27,D02,C06,Udemy Business,44998.1,Cheque,Approved
TXN116242,2025-05-30,D06,C10,Sundry Vendor,34915.77,Corporate Card,Approved
TXN119981,2025-12-26,D03,C06,Internal Training Team,100837.7,Bank Transfer,Approved
TXN116870,2025-06-10,D07,C08,Deloitte Advisory,35761.14,UPI,Approved
TXN113726,2025-01-08,D03,C06,NIIT,120187.07,Cheque,Approved
TXN109574,2024-05-31,D08,C04,Amazon Business,38504.79,Bank Transfer,Approved
TXN102196,2023-04-20,D08,C09,HP Enterprise,40974.22,Corporate Card,Approved
TXN114176,2025-02-04,D01,C08,Freelance Consultant,9775.65,Bank Transfer,Approved
TXN105431,2023-10-31,D07,C02,Ola Corporate,8463.65,Corporate Card,Approved
TXN119731,2025-11-25,D08,C03,Adobe,41796.11,Cheque,Approved
TXN115447,2025-04-10,D03,C09,Dell Technologies,47785.35,Cheque,Pending
TXN103706,2023-07-07,D05,C09,HP Enterprise,45202.46,Bank Transfer,Approved
TXN111833,2024-09-18,D08,C10,Petty Cash,2877.89,Corporate Card,Approved
TXN118838,2025-10-17,D03,C04,Office Depot,51395.14,Bank Transfer,Approved
TXN108064,2024-03-29,D03,C05,HubSpot,10107.6,Bank Transfer,Pending
TXN105841,2023-11-01,D04,C09,HP Enterprise,2827.64,Bank Transfer,Approved
TXN103520,2023-07-03,D03,C06,Coursera Business,12244.01,Corporate Card,Pending
TXN109313,2024-05-27,D04,C08,Deloitte Advisory,10454.84,Corporate Card,Approved
TXN104543,2023-09-06,D02,C01,ADP Payroll Services,53863.27,Cheque,Approved
TXN115241,2025-03-25,D08,C06,NIIT,80889.76,Cheque,Approved
TXN110813,2024-08-02,D02,C02,Unknown Vendor,63014.32,Unknown,Unknown
TXN120169,2025-12-02,D06,C02,Uber For Business,5606.42,Corporate Card,Approved
TXN101099,2023-03-20,D01,C02,Ola Corporate,148475.38,Corporate Card,Approved
TXN105937,2023-11-14,D06,C02,Uber For Business,134911.13,Corporate Card,Pending
TXN119967,2025-12-25,D03,C03,Salesforce,30010.88,Cheque,Approved
TXN104692,2023-09-22,D04,C03,Google Workspace,53294.58,Cheque,Approved
TXN116968,2025-07-25,D01,C03,Microsoft 365,16875.1,Cheque,Approved
TXN119663,2025-11-05,D07,C03,AWS,36664.02,Corporate Card,Approved
TXN103267,2023-06-06,D07,C10,Courier Services,64451.23,UPI,Approved
TXN112151,2024-10-23,D05,C06,Udemy Business,1753.86,Cheque,Approved
TXN106272,2023-12-20,D02,C09,Dell Technologies,19266.53,UPI,Approved
TXN109066,2024-05-08,D01,C04,Office Depot,118167.05,Cheque,Approved
TXN104436,2023-08-24,D08,C04,Office Depot,13667.32,Cheque,Approved
TXN102784,2023-05-05,D08,C09,Dell Technologies,95177.11,Corporate Card,Approved
TXN101553,2023-03-28,D07,C08,EY Advisory,100826.0,Bank Transfer,Approved
TXN105795,2023-11-07,D04,C03,Adobe,3988.97,Bank Transfer,Pending
TXN108978,2024-04-01,D08,C02,Ola Corporate,1077.01,Bank Transfer,Approved
TXN108452,2024-03-25,D08,C07,Jio Business,7714.11,Cheque,Approved
TXN101260,2023-03-31,D03,C05,LinkedIn Marketing,55002.48,Corporate Card,Approved
TXN109723,2024-06-18,D02,C05,Local Print Media,1587.81,Corporate Card,Approved
TXN105891,2023-11-29,D05,C06,Udemy Business,245352.59,Bank Transfer,Approved
TXN116218,2025-05-01,D06,C07,State Electricity Board,1235.83,UPI,Approved
TXN116502,2025-06-30,D02,C09,Lenovo,33246.59,Bank Transfer,Approved
TXN107017,2024-01-23,D05,C04,Staples India,2287.3,Bank Transfer,Approved
TXN101188,2023-03-14,D02,C07,Wework,51522.55,Bank Transfer,Approved
TXN108168,2024-03-28,D05,C02,Ola Corporate,19215.1,Cheque,Approved
TXN107980,2024-03-22,D02,C04,Office Depot,10872.58,Cheque,Approved
TXN107950,2024-03-15,D01,C10,Courier Services,2070.9,Corporate Card,Approved
TXN110933,2024-08-30,D03,C10,Petty Cash,31943.45,Bank Transfer,Approved
TXN111996,2024-10-10,D03,C03,Microsoft 365,78913.77,UPI,Rejected
TXN103431,2023-07-21,D02,C03,Google Workspace,45619.48,Corporate Card,Approved
TXN119812,2025-12-25,D01,C04,Office Depot,159290.22,Cheque,Approved
TXN116812,2025-06-25,D06,C10,Sundry Vendor,11803.94,Corporate Card,Approved
TXN101292,2023-03-30,D03,C10,Courier Services,37706.8,Bank Transfer,Approved
TXN115590,2025-04-24,D05,C10,Sundry Vendor,3054.38,Corporate Card,Approved
TXN118525,2025-09-22,D07,C01,Internal Payroll,4010.33,Corporate Card,Approved
TXN118161,2025-09-29,D02,C03,Zoom,93644.81,UPI,Approved
TXN108764,2024-04-03,D04,C06,Udemy Business,16581.78,Cheque,Approved
TXN105705,2023-11-22,D03,C01,Internal Payroll,66454.84,Bank Transfer,Approved
TXN105476,2023-10-06,D07,C08,Deloitte Advisory,107219.34,Cheque,Approved
TXN103816,2023-07-17,D07,C06,NIIT,3259.93,Cheque,Approved
TXN117216,2025-07-01,D04,C05,Local Print Media,8879.3,Cheque,Approved
TXN109304,2024-05-24,D04,C07,Jio Business,98983.98,UPI,Pending
TXN111164,2024-08-12,D07,C01,Internal Payroll,113152.5,Bank Transfer,Approved
TXN102653,2023-05-03,D07,C01,ADP Payroll Services,35790.1,Corporate Card,Approved
TXN114630,2025-02-06,D08,C01,Internal Payroll,133341.04,Corporate Card,Approved
TXN101341,2023-03-27,D04,C05,Google Ads,362736.82,UPI,Approved
TXN100618,2023-02-08,D02,C02,Ola Corporate,5010.94,Cheque,Approved
TXN112354,2024-10-16,D08,C04,Staples India,40940.87,Bank Transfer,Approved
TXN103885,2023-07-24,D08,C04,Staples India,8195.37,Corporate Card,Approved
TXN119267,2025-11-27,D01,C10,Courier Services,12793.71,Bank Transfer,Approved
TXN105728,2023-11-17,D03,C03,AWS,72587.68,Corporate Card,Approved
TXN111615,2024-09-23,D05,C10,Petty Cash,16927.58,Bank Transfer,Approved
TXN108864,2024-04-26,D06,C03,AWS,6501.83,UPI,Approved
TXN106723,2024-01-01,D01,C01,ADP Payroll Services,21813.27,Bank Transfer,Approved
TXN103519,2023-07-27,D03,C06,Coursera Business,23284.94,UPI,Approved
TXN116900,2025-06-17,D08,C03,Google Workspace,26790.74,Cheque,Approved
TXN115700,2025-04-28,D07,C07,State Electricity Board,92549.33,UPI,Approved
TXN111899,2024-10-25,D01,C08,Deloitte Advisory,91247.59,Corporate Card,Approved
TXN112542,2024-11-08,D02,C10,Sundry Vendor,21356.01,Cheque,Approved
TXN113847,2025-01-21,D05,C04,Staples India,40977.42,Corporate Card,Approved
TXN119240,2025-11-11,D01,C06,Coursera Business,19645.79,Cheque,Approved
TXN111114,2024-08-08,D06,C04,Staples India,124436.9,Corporate Card,Approved
TXN119220,2025-11-20,D01,C02,Indigo Airlines,101638.72,Cheque,Approved
TXN112559,2024-11-11,D03,C03,Google Workspace,95254.45,Cheque,Pending
TXN101794,2023-04-18,D03,C03,AWS,51535.45,UPI,Approved
TXN118950,2025-10-23,D04,C09,Dell Technologies,16270.34,Corporate Card,Approved
TXN106910,2024-01-19,D03,C06,Internal Training Team,149961.39,Cheque,Approved
TXN119890,2025-12-26,D02,C03,Adobe,159048.65,Corporate Card,Approved
TXN102629,2023-05-10,D06,C09,Lenovo,3309.65,UPI,Pending
TXN113494,2024-12-10,D08,C03,Adobe,32812.43,UPI,Approved
TXN109814,2024-06-27,D03,C08,Freelance Consultant,32340.02,Cheque,Approved
TXN118797,2025-01-10,D02,C09,Dell Technologies,27870.82,Cheque,Approved
TXN118794,2025-10-09,D02,C08,Deloitte Advisory,77897.16,Cheque,Approved
TXN112768,2024-11-21,D06,C03,Google Workspace,463910.92,Cheque,Approved
TXN114488,2025-02-28,D06,C01,ADP Payroll Services,88431.86,Cheque,Approved
TXN115344,2025-04-30,D02,C04,Staples India,7606.61,UPI,Approved
TXN103527,2023-07-13,D03,C06,Internal Training Team,14353.05,Corporate Card,Approved
TXN105317,2023-10-05,D05,C06,NIIT,35333.43,Bank Transfer,Approved
TXN108560,2024-04-22,D01,C09,Dell Technologies,35387.46,Corporate Card,Approved
TXN115199,2025-03-07,D08,C01,Internal Payroll,254300.1,Cheque,Approved
TXN111407,2024-09-04,D02,C10,Sundry Vendor,2247.2,UPI,Approved
TXN116730,2025-06-03,D05,C10,Petty Cash,7865.52,Cheque,Approved
TXN108039,2024-03-08,D03,C02,Ola Corporate,165.9,UPI,Approved
TXN110426,2024-07-26,D04,C03,AWS,30138.19,UPI,Approved
TXN110204,2024-06-10,D08,C10,Courier Services,3031.89,Corporate Card,Approved
TXN109950,2024-06-17,D05,C05,Meta Ads,7308.39,Bank Transfer,Approved
TXN111433,2024-09-17,D03,C04,Amazon Business,16634.69,UPI,Approved
TXN105413,2023-10-18,D06,C10,Sundry Vendor,20133.79,UPI,Pending
TXN118153,2025-09-17,D02,C02,Uber For Business,93783.26,Bank Transfer,Approved
TXN114158,2025-02-20,D01,C05,HubSpot,80181.75,Corporate Card,Approved
TXN112704,2024-11-14,D05,C05,Local Print Media,1987.7,Cheque,Approved
TXN101047,2023-02-21,D08,C04,Amazon Business,25798.52,Cheque,Approved
TXN115129,2025-03-12,D06,C09,Dell Technologies,4303.69,Cheque,Approved
TXN113257,2024-12-04,D05,C02,Ola Corporate,54980.48,Cheque,Rejected
TXN109966,2024-06-06,D05,C06,Udemy Business,1806.32,Cheque,Approved
TXN104242,2023-08-22,D05,C10,Petty Cash,5863.06,Corporate Card,Approved
TXN103482,2023-07-26,D02,C10,Courier Services,8559.01,UPI,Approved
TXN103157,2023-06-26,D06,C06,Coursera Business,31980.53,Bank Transfer,Approved
TXN104051,2023-08-07,D03,C01,Internal Payroll,33706.45,Cheque,Approved
TXN108192,2024-03-04,D05,C04,Office Depot,105691.2,Bank Transfer,Approved
TXN114251,2025-02-05,D02,C09,HP Enterprise,25966.2,Corporate Card,Approved
TXN104292,2023-08-11,D06,C07,Airtel Business,10631.29,Corporate Card,Approved
TXN107913,2024-03-04,D01,C06,Coursera Business,11163.2,Cheque,Approved
TXN115632,2025-04-04,D06,C07,Airtel Business,118685.44,Corporate Card,Approved
TXN104220,2023-08-01,D05,C07,Jio Business,5062.43,UPI,Approved
TXN116949,2025-06-04,D08,C10,Courier Services,34160.36,Bank Transfer,Approved
TXN110006,2024-06-07,D05,C10,Petty Cash,8199.2,Corporate Card,Approved
TXN104177,2023-08-30,D04,C10,Petty Cash,38647.28,Cheque,Approved
TXN113554,2025-01-06,D01,C02,Uber For Business,39297.16,Corporate Card,Approved
TXN116529,2025-06-30,D03,C04,Amazon Business,86740.79,Bank Transfer,Approved
TXN107476,2024-02-14,D03,C06,Coursera Business,130552.32,Cheque,Approved
TXN109360,2024-05-02,D05,C04,Staples India,73650.8,Cheque,Approved
TXN107780,2024-02-27,D07,C08,Freelance Consultant,17703.53,Corporate Card,Approved
TXN103629,2023-07-07,D04,C09,HP Enterprise,9455.0,Bank Transfer,Approved
TXN100750,2023-02-21,D04,C01,ADP Payroll Services,259910.7,Cheque,Approved
TXN114413,2025-02-19,D05,C01,Internal Payroll,21957.74,Cheque,Pending
TXN100818,2023-02-13,D05,C01,ADP Payroll Services,6611.75,Corporate Card,Approved
TXN105024,2023-09-19,D08,C10,Courier Services,19089.88,Cheque,Approved
TXN108265,2024-03-20,D06,C04,Amazon Business,84589.02,UPI,Approved
TXN106927,2024-01-18,D03,C08,Freelance Consultant,109529.17,UPI,Approved
TXN112598,2024-11-28,D03,C09,Lenovo,58350.72,Bank Transfer,Approved
TXN103729,2023-07-26,D06,C03,Zoom,81879.69,Corporate Card,Approved
TXN104821,2023-09-07,D06,C01,ADP Payroll Services,18723.17,Corporate Card,Approved
TXN117688,2025-08-27,D03,C06,NIIT,69709.68,UPI,Approved
TXN114403,2025-02-24,D04,C10,Sundry Vendor,18854.56,Cheque,Approved
TXN113194,2024-12-13,D04,C04,Office Depot,14597.91,Corporate Card,Approved
